Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Calves,Carcases,Contamination,2017-05,Wales,1,675,3,0.148
Calves,Carcases,Contamination,2017-06,Wales,6,719,2,0.834
Calves,Carcases,Joint Lesions (Incl. Arthritis),2017-04,England,9,6632,27,0.136
Calves,Carcases,Joint Lesions (Incl. Arthritis),2017-05,England,3,4315,21,0.07
Calves,Carcases,Joint Lesions (Incl. Arthritis),2017-06,England,6,4401,23,0.136
Calves,Carcases,Joint Lesions (Incl. Arthritis),2017-05,Wales,1,675,3,0.148
Calves,Carcases,Joint Lesions (Incl. Arthritis),2017-06,Wales,1,719,2,0.139
Calves,Carcases,Other,2017-04,England,32,6632,27,0.483
Calves,Carcases,Other,2017-05,England,12,4315,21,0.278
Calves,Carcases,Other,2017-06,England,7,4401,23,0.159
Calves,Head,Contamination,2017-04,England,64,6632,27,0.965
Calves,Head,Contamination,2017-05,England,41,4315,21,0.95
Calves,Head,Contamination,2017-06,England,21,4401,23,0.477
Calves,Offal,Contamination,2017-04,England,150,6632,27,2.262
Calves,Offal,Contamination,2017-05,England,101,4315,21,2.341
Calves,Offal,Contamination,2017-06,England,143,4401,23,3.249
Calves,Offal,Contamination,2017-04,Wales,1,629,2,0.159
Calves,Offal,Contamination,2017-05,Wales,8,675,3,1.185
Calves,Offal,Contamination,2017-06,Wales,5,719,2,0.695
Calves,Offal,Fluke Immature,2017-04,England,24,6632,27,0.362
Calves,Offal,Fluke Immature,2017-05,England,6,4315,21,0.139
Calves,Offal,Fluke Immature,2017-06,England,23,4401,23,0.523
Calves,Offal,Fluke Immature,2017-06,Wales,3,719,2,0.417
Calves,Offal,Fluke Mature,2017-04,England,3,6632,27,0.045
Calves,Offal,Fluke Mature,2017-05,England,18,4315,21,0.417
Calves,Offal,Hydatid Cysts,2017-04,England,1,6632,27,0.015
Calves,Offal,Hydatid Cysts,2017-06,England,1,4401,23,0.023
Calves,Offal,Liver Abscesses,2017-04,England,16,6632,27,0.241
Calves,Offal,Liver Abscesses,2017-05,England,12,4315,21,0.278
Calves,Offal,Liver Abscesses,2017-06,England,17,4401,23,0.386
Calves,Offal,Liver Abscesses,2017-04,Wales,2,629,2,0.318
Calves,Offal,Liver Abscesses,2017-05,Wales,1,675,3,0.148
Calves,Offal,Other,2017-04,England,112,6632,27,1.689
Calves,Offal,Other,2017-05,England,45,4315,21,1.043
Calves,Offal,Other,2017-06,England,32,4401,23,0.727
Calves,Offal,Other,2017-04,Wales,2,629,2,0.318
Calves,Offal,Other,2017-05,Wales,1,675,3,0.148
Calves,Offal,Other,2017-06,Wales,1,719,2,0.139
Calves,Offal,Pleurisy,2017-04,England,10,6632,27,0.151
Calves,Offal,Pleurisy,2017-05,England,22,4315,21,0.51
Calves,Offal,Pleurisy,2017-06,England,14,4401,23,0.318
Calves,Offal,Pleurisy,2017-04,Wales,3,629,2,0.477
Calves,Offal,Pleurisy,2017-05,Wales,1,675,3,0.148
Calves,Offal,Pneumonia,2017-04,England,412,6632,27,6.212
Calves,Offal,Pneumonia,2017-05,England,294,4315,21,6.813
Calves,Offal,Pneumonia,2017-06,England,286,4401,23,6.499
